resourceIdentifier,resourceName,proponent,protocolCategories,protocolSubCategories,protocols,resourceStatus,country,region,estAnnualEmissionReductions,version,projectRegistrationDate,creditingPeriodStartDate,creditingPeriodEndDate,createDate
5803,Improved Agricultural Land Management in Sierra Leone,Teralytic,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,Sierra Leone,Africa,45000,VCS Version 3,,2025-10-01,2045-09-30,2025-11-14
5798,KALTIM HUTAMA IFM PROJECT,Multiple Proponents,Agriculture Forestry and Other Land Use,IFM,VM0010,Under development,Indonesia,Asia,517003,VCS Version 3,,2023-01-01,2052-12-31,2025-11-13
5799,Gerbang Barito REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD; WRC,VM0007,Under development,Indonesia,,275000,VCS Version 3,,2023-08-01,2053-07-31,2025-11-13
5800,Robinway Dairy Advanced Solid Separation Project,"Robinway Dairy, LLC","Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-I.D.; AMS-III.Y,Under validation,United States,North America,5923,VCS Version 3,,2025-06-10,2032-06-09,2025-11-13
5801,Dugan Family Farms Advanced Solid Separation Project,"3Degrees Group, Inc.","Livestock, enteric fermentation, and manure management",,AMS-III.Y,Under validation,United States,North America,4800,VCS Version 3,,2025-09-01,2032-08-31,2025-11-13
5796,Tanimbar Community Forest Restoration Project,Asia Assets Developments Co. Ltd.,Agriculture Forestry and Other Land Use,ARR,VM0047,Under validation,Indonesia,Asia,2568258,VCS Version 3,,2025-10-01,2065-09-30,2025-11-12
5795,PrithviPoshan Biochar Project,Prithviposhan Pvt.Ltd,Waste handling and disposal,,VM0044,Under validation,India,Asia,18415,VCS Version 3,,,,2025-11-11
5792,Togo Green Renaissance With Farmers and Schools,Reboisement et exploitation des forets SARL,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,Togo,Africa,696750,VCS Version 3,,2018-01-06,2058-01-05,2025-11-07
5787,Organic residues for a greener future,OYU Green Private Limited,Waste handling and disposal,,AMS-III.D.; AMS-III.E.; AMS-III.F.,Under validation,Ghana,Africa,60000,VCS Version 3,,2024-05-01,2031-04-30,2025-11-04
5785,Scaw Rooftop Solar PV Grouped Project,Scaw South Africa (Pty) Limited,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Under development,South Africa,Africa,9631,VCS Version 3,,2025-01-13,2032-01-12,2025-11-03
5786,MYANMAR CARBON PROGRAM OF RICE-FIELD FOR GREENHOUSE GAS REDUCTION IN AREAS OF THE CENTRAL AND NORTHERN,"Charoen Pokphand Produce Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,VM0051,Under validation,Myanmar,Asia,59738,VCS Version 3,,2025-10-01,2032-09-30,2025-11-03
5784,Malaysia Grouped Biomass Waste Stabilization and Pelletization Project by Taiyo Biomass,Climate Quest Sdn Bhd,Waste handling and disposal,,ACM0022,Under development,Malaysia,Asia,44113,VCS Version 3,,2026-02-01,2036-01-31,2025-10-31
5782,Electric Mobility Program Morocco,Zeroca B.V.,Transport,,AMS-I.F.; VMR0014; AMS-III.C; VM0038,Registration requested,Morocco,Africa,77464,VCS Version 3,,2026-02-01,2036-01-31,2025-10-29
5783,Green Gold Loreto 2,Green Gold Forestry Peru SA,Agriculture Forestry and Other Land Use,IFM,VM0010,Under validation,Peru,Latin America,203181,VCS Version 3,,2023-06-08,2043-06-07,2025-10-29
5779,The Ecopreneur Movement – Miombo Woodland Restoration Project,Community Climate Solutions,Agriculture Forestry and Other Land Use,ARR,VM0047,Under validation,Zambia,Africa,1432208,VCS Version 3,,2024-06-05,2064-06-04,2025-10-27
5780,KA’AGUY+ – Grouped REDD+ Project for Avoided Forest Degradation in Paraguay,Nuevas Tierras S.A.,Agriculture Forestry and Other Land Use,REDD,VM0006,Under development,Paraguay,Latin America,235000,VCS Version 3,,2026-03-05,2126-03-04,2025-10-27
5775,Hedmenn Strauss Solar PV Grouped Project,Hedmenn Strauss (Pty) Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Under development,South Africa,Africa,12078,VCS Version 3,,2025-01-09,2032-01-08,2025-10-21
5774,ReTerra Brazil,Multiple Proponents,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,Brazil,Latin America,717000,VCS Version 3,,2024-11-11,2074-11-10,2025-10-20
5771,Thirst for Life: A Clean Water Initiative,OYU Green Private Limited,Energy demand,,AMS-I.E.; AMS-III.AV.,Under validation,South Africa,Africa,31599,VCS Version 3,,2025-05-01,2032-04-30,2025-10-13
5769,Grouped Improved Agricultural Land Management Project in Shandong Province,Multiple Proponents,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,China,Asia,52708,VCS Version 3,,2022-10-28,2062-10-27,2025-10-10
5770,REDD+ Sertão Veredas,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR; REDD,VM0048,Under development,Brazil,Latin America,79560,VCS Version 3,,2024-08-01,2064-07-31,2025-10-10
5766,Agrokoncernas Carbon Farming Initiative,UAB Agrokoncernas,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,Lithuania,,209333,VCS Version 3,,2023-04-01,2043-03-31,2025-10-07
5764,PEWMA PATAGONIA CARBON FORESTRY PROJECT,360 Conservacion Patagonia SA,Agriculture Forestry and Other Land Use,ARR,VM0047,Under validation,Argentina,Latin America,2430,VCS Version 3,,2025-04-26,2125-04-25,2025-10-03
5762,Electric Mobility Program Nigeria,Zeroca B.V.,Transport,,AMS-I.F.; VMR0014; VM0038,Under validation,Nigeria,Africa,180732,VCS Version 3,,2025-06-01,2035-05-31,2025-10-02
5763,Grande Sun Gabon Ogooué-Ivindo REDD+ Project,"Hainan Grande Sun Carbon Energy Technology Co.,LTD",Agriculture Forestry and Other Land Use,REDD,VM0007; VM0048,Under development,Gabon ,Africa,2976683,VCS Version 3,,2022-10-15,2047-10-14,2025-10-02
5760,Acorn - Kaderes Smallholder Agroforestry in Tanzania,Acorn B.V.,Agriculture Forestry and Other Land Use,ARR,VM0047,Under validation,Tanzania,Africa,476494,VCS Version 3,,2020-07-01,2050-06-30,2025-10-01
5757,Grouped Solar Lamp distribution project in Africa#1,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-III.AR,Under validation,Ethiopia,Africa,37234,VCS Version 3,,2024-03-14,2031-03-13,2025-09-30
5758,Go Green Jojoba Afforestation Project,Egyptian Carbon Center (ECC),Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,Egypt,Africa,44834,VCS Version 3,,2023-01-01,2062-12-31,2025-09-30
5759,Reducing Food Loss and Waste in Israel,Brightly Ventures INC,Waste handling and disposal,,VM0046,Under validation,Israel,Asia,2700,VCS Version 3,,2021-01-01,2027-12-31,2025-09-30
5755,SATROKALA ARR GROUPED PROJECT,JTF Madagascar Sarl,Agriculture Forestry and Other Land Use,ARR,VM0047,Under validation,Madagascar,Africa,49971,VCS Version 3,,2022-11-03,2062-11-02,2025-09-29
5756,El Estero biogas recovery and utilization,EXTRACTORA EL ESTERO S.A.S.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-III.H.,Under development,Colombia,Latin America,26877,VCS Version 3,,2025-05-01,2032-04-30,2025-09-29
5753,CARBON DISCLOSURE SA SOLAR PV GROUPED PROJECT 2,Carbon Disclosure South Africa (Pty) Ltd,Energy industries (renewable/non-renewable sources),,AMS-III.F.,Under development,South Africa,Africa,9200,VCS Version 3,,2025-01-01,2031-12-31,2025-09-25
5750,Electric Trucks and Mobile Machinery Project Nigeria,Sunray Carbon Intralogistics GmbH,Transport,,VMR0014,Registration and verification approval requested,Nigeria,Africa,13840,VCS Version 3,,2024-01-01,2033-12-31,2025-09-23
5751,Electric Mobility Program Vietnam,Grutter Consulting AG,Transport,,VMR0014; VM0038,Registration requested,Viet Nam,Asia,292781,VCS Version 3,,2025-09-01,2035-08-31,2025-09-23
5746,DORNOD SUSTAINABLE GRASSLAND MANAGEMENT PROJECT,"Zhejiang Zhongzheng Forestry Development Co.,Ltd",Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,Mongolia,Asia,800000,VCS Version 3,,2023-04-16,2063-04-15,2025-09-22
5747,SELENGE SUSTAINABLE GRASSLAND MANAGEMENT PROJECT,"Zhejiang Zhongzheng Forestry Development Co.,Ltd",Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,Mongolia,Asia,180000,VCS Version 3,,2023-06-01,2063-05-31,2025-09-22
5748,SUKHBAATAR SUSTAINABLE GRASSLAND MANAGEMENT PROJECT,"Zhejiang Zhongzheng Forestry Development Co.,Ltd",Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,Mongolia,Asia,800000,VCS Version 3,,2023-05-01,2063-04-30,2025-09-22
5749,Electric Mobility Program Kenya,Zeroca B.V.,Transport,,AMS-I.F.; VMR0014; VM0038,Registration requested,Kenya,Africa,216812,VCS Version 3,,2026-01-01,2035-12-31,2025-09-22
5745,VATTHANA Cassava Starch Plant Carbon Emission Reduction Project in Laos,ICEBERG ENVIRONMENT PTE. LTD,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0014,Under validation,Lao,Asia,63488,VCS Version 3,,2025-10-25,2035-10-24,2025-09-21
5744,Stickland Municipal Composting Project,BridgeTech Inc.,Waste handling and disposal,,AMS-III.F.,Under validation,Canada,North America,35000,VCS Version 3,,2023-09-20,2030-09-19,2025-09-20
5743,Proyecto Tatú: Restoring the Chaco Forest in Argentina,Concept Nature Management S.A,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,Argentina,Latin America,46238,VCS Version 3,,2022-09-30,2062-09-29,2025-09-18
5739,Tumed Left Banner Improved Agricultural Land Management Project,"Tumed Left Banner Aletan Agricultural and Animal Husbandry Development Investment Co., LTD",Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,China,,76540,VCS Version 3,,2022-09-22,2102-09-21,2025-09-16
5733,Methane emissions reduction through feed supplement for ruminant animals in Cambodia by AgCoTech,AgCoTech Holdings Pty Ltd,"Livestock, enteric fermentation, and manure management",,VM0041,Under development,Cambodia,Asia,121200,VCS Version 3,,,,2025-09-15
5734,Methane emissions reduction through feed supplement for ruminant animals in Lesotho by AgCoTech,AgCoTech Holdings Pty Ltd,"Livestock, enteric fermentation, and manure management",,VM0041,Under development,Lesotho,Africa,101000,VCS Version 3,,,,2025-09-15
5735,Methane emissions reduction through feed supplement for ruminant animals in Thailand by AgCoTech,AgCoTech Holdings Pty Ltd,"Livestock, enteric fermentation, and manure management",,VM0041,Under development,Thailand,Asia,121200,VCS Version 3,,,,2025-09-15
5736,Kapuas Pisau Conservation Project,PT. Indo Hutan Ekosistem,Agriculture Forestry and Other Land Use,ARR; REDD; WRC,VM0007; VM0047,Under validation,Indonesia,Asia,83123,VCS Version 3,,2023-03-01,2053-02-28,2025-09-15
5737,Beypi Poultry Waste to Energy Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Under development,Turkey,Asia,26019,VCS Version 3,,2025-10-01,2032-09-30,2025-09-15
5730,MoRe Malawi ARR Project,Mamaland Company,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,Malawi,Africa,896410,VCS Version 3,,2025-10-01,2065-09-30,2025-09-12
5732,MoRe Malawi REDD Project,Mamaland Company,Agriculture Forestry and Other Land Use,REDD,VM0048,Under development,Malawi,Africa,154902,VCS Version 3,,2025-12-01,2065-11-30,2025-09-12
5727,Methane emissions reduction through feed supplement for ruminant animals in Kenya by AgCoTech,AgCoTech Holdings Pty Ltd,"Livestock, enteric fermentation, and manure management",,VM0041,Under development,Kenya,Africa,261857,VCS Version 3,,,,2025-09-11
5725,"Improved Agricultural Land Management for Verified Carbon Emission Reduction and Removal in Wa West and Daffiama-Bussie-Issah (DBI) Districts, Ghana",Eco-Bliss Climate Limited,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,Ghana,Africa,385080,VCS Version 3,,2026-01-01,2065-12-31,2025-09-08
5724,INDHEMP AGRICULTURAL HEMP ROTATION - MONTANA,IndHemp,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,United States,North America,47545,VCS Version 3,,2026-03-26,2033-03-25,2025-09-05
5722,JATI DHARMA INDAH PLYWOOD INDUSTRIES IFM PROJECT 1,Multiple Proponents,Agriculture Forestry and Other Land Use,IFM,VM0010,Under development,Indonesia,Asia,366498,VCS Version 3,,2022-10-01,2052-09-30,2025-09-04
5723,Urubamba Amazon IFM Project,MITIGA Rainforest SAC,Agriculture Forestry and Other Land Use,IFM,VM0010,Under development,Peru,Latin America,537434,VCS Version 3,,2024-01-01,2043-12-31,2025-09-04
5721,SusBDe Grouped Waste to CBG Project,SusBDe Carbon Credits Limited,Waste handling and disposal,,ACM0022,Under validation,India,Asia,251731,VCS Version 3,,2025-11-25,2035-11-24,2025-09-03
5720,Mangrove Conservation Sierra Leone,Mangrove Conservation (SL) Limited,Agriculture Forestry and Other Land Use,ARR; WRC,VM0033,Under development,Sierra Leone,Africa,176391,VCS Version 3,,2025-03-28,2055-03-27,2025-09-02
5718,RENEW TARU ODISHA,ReNew Power Synergy Private Limited,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,India,Asia,4814,VCS Version 3,,2024-09-27,2064-09-26,2025-09-01
5714,Project Tarsier,University of the Sunshine Coast,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,Philippines,Asia,21784,VCS Version 3,,2022-09-07,2052-09-06,2025-08-29
5715,IGL Grouped Waste to CBG Project,Indraprastha Gas Limited,Waste handling and disposal,,AMS-III.AO.; AMS-III.AQ,Under validation,India,Asia,25708,VCS Version 3,,2025-10-31,2032-10-30,2025-08-29
5716,SALVADOR BIOMETHANE PROJECT,Solvi Participações S.A.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Under validation,Brazil,Latin America,562192,VCS Version 3,,,,2025-08-29
5717,CO2 Utilization in Concrete - Carbicrete's Canal Block Plant,"Carbicrete, Inc.",Construction; Manufacturing industries,,VM0043,Under validation,Canada,North America,1100,VCS Version 3,,2025-08-06,2032-08-05,2025-08-29
5713,Afforestation Project in Mongolia,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,Mongolia,Asia,1510792,VCS Version 3,,2022-10-04,2072-10-03,2025-08-28
5712,VIETNAM ELECTRIC VEHICLE CHARGING SYSTEM(VEVCS),"UPASSETS CO., LTD.",Energy industries (renewable/non-renewable sources); Transport,,VM0038,Under validation,Viet Nam,Asia,266797,VCS Version 3,,2025-09-01,2035-08-31,2025-08-24
5710,The Soil Center Carbon Initiative,Carbon Friendly Solutions Pty Ltd,Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,United States,North America,2438383,VCS Version 3,,2022-09-01,2042-08-31,2025-08-22
5711,CO2 Utilization in Concrete – Removals & Reductions – CarbonCure – International Project #1,CarbonCure Technologies Inc.,Construction; Manufacturing industries,,VM0043,Under validation,United States,North America,9410,VCS Version 3,,2023-01-01,2029-12-31,2025-08-22
5709,TRIUNFO DO XINGU RECOVERY UNIT (URTX) ARR PROJECT,TRIUNFO DO XINGU RESTAURACAO ECOLOGICA SOCIEDADE DE PROPOSITO ESPECIFICO LTDA,Agriculture Forestry and Other Land Use,ARR,VM0047,Under validation,Brazil,Latin America,76000,VCS Version 3,,,,2025-08-20
5704,COMBINED NATIVE SPECIES RESTORATION AND EUCALYPTUS REFORESTATION IN THE BRAGANCA DISTRICT,STX Commodities B.V.,Agriculture Forestry and Other Land Use,ARR,VM0047,Under validation,Portugal,Europe,1538,VCS Version 3,,2024-10-22,2064-10-21,2025-08-19
5705,NADOWLI-KALEO CLIMATE-SMART AGRICULTURE CARBON PROJECT,Axam Resources ltd,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,Ghana,Africa,211923,VCS Version 3,,2025-12-01,2065-11-30,2025-08-19
5706,Amau Ganai REDD+ Project,Marki Holdings Limited,Agriculture Forestry and Other Land Use,REDD,VM0007; VM0048,Under validation,Papua New Guinea,Oceania,636062,VCS Version 3,,2023-04-01,2047-03-31,2025-08-19
5707,Roots of Change: India Agroforestry Ecosystem Services Initiative,Climate Connect Digital Ltd,Agriculture Forestry and Other Land Use,ARR,VM0047,Under validation,India,Asia,210272,VCS Version 3,,2023-01-01,2062-12-31,2025-08-19
5703,KwaZulu-Natal Sustainable Landscapes Program (KZNSLP),Sayari Earth Limited,Agriculture Forestry and Other Land Use,ALM,VM0032,Under development,South Africa,Africa,730524,VCS Version 3,,2023-03-01,2053-02-28,2025-08-18
5701,Sustainable Regenerative Agriculture Project with Ecologically Oriented and Organic Integration,Horizon Carbon Technology Kazakhstan co. Ltd.,Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,Kazakhstan,Asia,1727889,VCS Version 3,,2023-10-01,2043-09-30,2025-08-17
5698,Qingdao Haier Recycling Industry E-waste recovery and utilization Project,"Qingdao Hailuyuan Recycling Technology Co., Ltd.",Waste handling and disposal,,VMR0007; VMR0008,Registration and verification approval requested,China,Asia,27544,VCS Version 3,,2023-12-13,2030-12-12,2025-08-15
5699,MONGOLIA AFFORESTATION PROJECT (PHASE II),Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,Mongolia,Asia,9573225,VCS Version 3,,2025-10-20,2065-10-19,2025-08-15
5700,EcoHarvest Sustainable Agriculture Project,Horizon Carbon Technology Kazakhstan co. Ltd.,Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,Kazakhstan,Asia,881748,VCS Version 3,,2023-10-01,2043-09-30,2025-08-15
5697,Swiftgreen: Agroforestry for Tribal farmers,Climeverse Private Limited dba Equilibrium,Agriculture Forestry and Other Land Use,ARR,VM0047,Under validation,India,Asia,206332,VCS Version 3,,2025-07-01,2065-06-30,2025-08-14
5695,Siluk Peatlands Conservation Project (SPCP),PT. Annisa Surya Kencana,Agriculture Forestry and Other Land Use,REDD; WRC,VM0007,Under validation,Indonesia,Asia,1147943,VCS Version 3,,2023-01-01,2050-12-31,2025-08-13
5692,"Improved Cookstove Initiative in Karatu District, Tanzania",TANJA Corporation Limited,Energy demand,,VM0050,Under validation,Tanzania,Africa,1572,VCS Version 3,,2025-07-01,2032-06-30,2025-08-06
5690,RAMA GREEN BIO-CNG PROJECT IN INDIA,Multiple Proponents,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-I.C.; AMS-III.D.; AMS-III.AO.,Registration and verification approval requested,India,Asia,56500,VCS Version 3,,2024-01-20,2031-01-19,2025-08-01
5689,Karoo Sustainable Landscapes Program (KSLP),Sayari Earth Limited,Agriculture Forestry and Other Land Use,ALM,VM0032; VM0042,Under development,South Africa,Africa,900000,VCS Version 3,,2025-11-01,2055-10-31,2025-07-31
5685,CBG Generation from Agro Waste,Multiple Proponents,"Livestock, enteric fermentation, and manure management; Transport; Waste handling and disposal",,AMS-III.D.; AMS-III.AO.; AMS-III.AQ,Registration requested,India,Asia,47395,VCS Version 3,,2023-12-19,2030-12-18,2025-07-30
5686,Shanxi Lvliang Junliu CMM Power Generation Project,"Shanxi Junliu New Energy Technology Co., Ltd.",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registration and verification approval requested,China,Asia,228930,VCS Version 3,,2024-03-27,2034-03-26,2025-07-30
5681,"Reducing Enteric Methane Production in Cattle with the Use of an Orally Administered, Slow-Release Bolus in Australia",Ruminant Biotech,"Livestock, enteric fermentation, and manure management",,VM0041,Under validation,Australia,Oceania,294902,VCS Version 3,,2025-08-11,2032-08-10,2025-07-29
5679,Igombe REDD+ Project,EcoNetix GmbH,Agriculture Forestry and Other Land Use,REDD,VM0048,Under development,Tanzania,Africa,197030,VCS Version 3,,2025-09-01,2055-08-31,2025-07-25
5680,CO2ROZO,FUNDACIÓN CATARUBEN,Agriculture Forestry and Other Land Use,ALM; REDD; WRC,VM0007; VM0042,Under development,Colombia,Latin America,336242,VCS Version 3,,2024-07-01,2064-06-30,2025-07-25
5677,Guizhou Longfeng CMM Power Generation Project,"GUIZHOU JINSHA LONGFENG COAL INDUSTRY CO., LTD.",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registration requested,China,Asia,793119,VCS Version 3,,2024-03-06,2034-03-05,2025-07-24
5678,Logged to Protected Forest Spain,Wilderway B.V.,Agriculture Forestry and Other Land Use,IFM,VM0010,Under development,Spain,Europe,378,VCS Version 3,,2024-04-04,2074-04-03,2025-07-24
5674,Guizhou Faer CMM Power Generation Project,"Guizhou Faer Coal Industry Co., Ltd.",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registration requested,China,Asia,197538,VCS Version 3,,2024-11-01,2034-10-31,2025-07-23
5675,Henan Liangbei CMM Power Generation Project,"Yuzhou Shenhuo Energy Conservation Power Generation Co., Ltd.",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Under validation,China,Asia,303932,VCS Version 3,,2023-12-03,2033-12-02,2025-07-23
